path,label
rock/rock_31.png,rock
rock/rock_97.png,rock
rock/rock_80.png,rock
rock/rock_89.png,rock
rock/rock_85.png,rock
rock/rock_55.png,rock
rock/rock_26.png,rock
rock/rock_33.png,rock
rock/rock_74.png,rock
rock/rock_51.png,rock
rock/rock_91.png,rock
rock/rock_8.png,rock
rock/rock_32.png,rock
rock/rock_50.png,rock
rock/rock_60.png,rock
rock/rock_87.png,rock
rock/rock_5.png,rock
rock/rock_53.png,rock
rock/rock_75.png,rock
rock/rock_13.png,rock
rock/rock_86.png,rock
rock/rock_56.png,rock
rock/rock_7.png,rock
rock/rock_16.png,rock
rock/rock_78.png,rock
rock/rock_24.png,rock
rock/rock_83.png,rock
rock/rock_14.png,rock
rock/rock_4.png,rock
rock/rock_10.png,rock
rock/rock_82.png,rock
rock/rock_44.png,rock
rock/rock_58.png,rock
rock/rock_18.png,rock
rock/rock_20.png,rock
rock/rock_21.png,rock
rock/rock_35.png,rock
rock/rock_47.png,rock
rock/rock_42.png,rock
rock/rock_1.png,rock
rock/rock_43.png,rock
rock/rock_61.png,rock
rock/rock_9.png,rock
rock/rock_38.png,rock
rock/rock_62.png,rock
rock/rock_93.png,rock
rock/rock_27.png,rock
rock/rock_45.png,rock
rock/rock_65.png,rock
rock/rock_67.png,rock
paper/paper_6.png,paper
paper/paper_20.png,paper
paper/paper_35.png,paper
paper/paper_47.png,paper
paper/paper_79.png,paper
paper/paper_51.png,paper
paper/paper_43.png,paper
paper/paper_10.png,paper
paper/paper_33.png,paper
paper/paper_2.png,paper
paper/paper_41.png,paper
paper/paper_8.png,paper
paper/paper_63.png,paper
paper/paper_87.png,paper
paper/paper_37.png,paper
paper/paper_76.png,paper
paper/paper_93.png,paper
paper/paper_22.png,paper
paper/paper_60.png,paper
paper/paper_14.png,paper
paper/paper_19.png,paper
paper/paper_18.png,paper
paper/paper_97.png,paper
paper/paper_53.png,paper
paper/paper_96.png,paper
paper/paper_46.png,paper
paper/paper_23.png,paper
paper/paper_98.png,paper
paper/paper_56.png,paper
paper/paper_66.png,paper
paper/paper_94.png,paper
paper/paper_72.png,paper
paper/paper_59.png,paper
paper/paper_5.png,paper
paper/paper_0.png,paper
paper/paper_27.png,paper
paper/paper_70.png,paper
paper/paper_11.png,paper
paper/paper_86.png,paper
paper/paper_67.png,paper
paper/paper_82.png,paper
paper/paper_52.png,paper
paper/paper_7.png,paper
paper/paper_65.png,paper
paper/paper_1.png,paper
paper/paper_71.png,paper
paper/paper_3.png,paper
paper/paper_26.png,paper
paper/paper_90.png,paper
paper/paper_34.png,paper
scissors/scissors_71.png,scissors
scissors/scissors_83.png,scissors
scissors/scissors_95.png,scissors
scissors/scissors_63.png,scissors
scissors/scissors_49.png,scissors
scissors/scissors_59.png,scissors
scissors/scissors_6.png,scissors
scissors/scissors_45.png,scissors
scissors/scissors_13.png,scissors
scissors/scissors_25.png,scissors
scissors/scissors_80.png,scissors
scissors/scissors_8.png,scissors
scissors/scissors_26.png,scissors
scissors/scissors_60.png,scissors
scissors/scissors_11.png,scissors
scissors/scissors_69.png,scissors
scissors/scissors_18.png,scissors
scissors/scissors_0.png,scissors
scissors/scissors_97.png,scissors
scissors/scissors_42.png,scissors
scissors/scissors_19.png,scissors
scissors/scissors_43.png,scissors
scissors/scissors_77.png,scissors
scissors/scissors_36.png,scissors
scissors/scissors_9.png,scissors
scissors/scissors_57.png,scissors
scissors/scissors_54.png,scissors
scissors/scissors_50.png,scissors
scissors/scissors_20.png,scissors
scissors/scissors_98.png,scissors
scissors/scissors_86.png,scissors
scissors/scissors_90.png,scissors
scissors/scissors_74.png,scissors
scissors/scissors_61.png,scissors
scissors/scissors_94.png,scissors
scissors/scissors_72.png,scissors
scissors/scissors_51.png,scissors
scissors/scissors_93.png,scissors
scissors/scissors_33.png,scissors
scissors/scissors_27.png,scissors
scissors/scissors_73.png,scissors
scissors/scissors_2.png,scissors
scissors/scissors_40.png,scissors
scissors/scissors_10.png,scissors
scissors/scissors_67.png,scissors
scissors/scissors_47.png,scissors
scissors/scissors_7.png,scissors
scissors/scissors_96.png,scissors
scissors/scissors_53.png,scissors
scissors/scissors_44.png,scissors
